Từ_1        Từ_2         1    2    3    4    5    6    7    8    9    10   11   12   
mây         sương_muối   5.5  5.8  6.0  4.5  5.6  5.4  3.0  5.1  4.9  5.1  4.9  4.6  
tài_xế      phi_công     5.5  5.4  6.0  4.1  5.7  5.6  3.5  5.1  4.9  5.2  4.8  4.9  
đường       mật          8.0  8.0  6.8  7.5  7.5  8.4  6.0  7.6  7.4  7.9  7.5  7.2  
cơ_thể      vai          5.5  5.1  5.0  3.6  6.0  5.3  3.0  5.1  4.9  5.1  4.7  4.8  
ý_kiến      hình_ảnh     1.5  1.1  2.0  3.0  1.1  1.8  1.0  1.1  0.9  1.8  1.0  0.7  
cha         anh_trai     4.5  4.0  6.0  7.5  4.5  4.5  5.5  4.1  3.9  4.7  3.8  3.9  
mặt_trăng   hành_tinh    6.0  6.2  6.0  7.0  5.6  6.3  6.0  5.6  5.4  6.2  5.4  5.1  
bóng        trang_phục   1.5  0.8  3.0  1.6  1.4  1.9  1.0  1.1  0.9  1.4  0.8  0.9  
đường_sắt   hàng_rào     2.0  1.8  3.0  2.5  1.7  2.3  2.0  1.6  1.4  2.4  1.5  1.2  
phòng       giường       3.5  3.2  6.0  5.5  3.4  3.5  4.5  3.1  2.9  3.6  2.7  2.8  
hoa         khóm         4.5  4.4  5.0  5.0  4.3  4.9  5.6  4.1  3.9  4.4  4.0  3.7  
xương       đầu_gối      5.5  5.4  4.5  6.0  5.3  5.6  4.5  5.1  4.9  5.6  4.8  4.9  
tay         đầu_gối      3.5  3.2  4.5  3.6  3.4  3.1  3.0  3.1  2.9  3.8  2.9  2.6  
đáy         cạnh         3.5  3.6  3.0  1.6  3.6  3.1  1.0  3.1  2.9  3.3  2.8  2.9  
ống         mạch_máu     1.5  2.0  2.0  4.1  1.0  1.1  3.5  1.1  0.9  1.0  1.0  0.7  
mèo         thỏ          3.5  3.4  4.0  3.5  3.6  3.0  4.0  3.1  2.9  3.2  2.7  2.8  
thịt        nem_rán      4.5  4.6  4.0  5.5  5.0  4.1  4.5  4.1  3.9  5.0  4.0  3.7  
đức_tin     khái_niệm    2.0  1.4  3.0  4.0  2.0  2.2  2.5  1.6  1.4  2.4  1.3  1.4  
tri_thức    sáng_suốt    9.0  8.5  5.0  4.0  8.8  9.3  4.5  8.6  8.4  8.9  8.4  8.1  
trí_nhớ     ký_ức        10.0 10.3 6.0  7.0  10.5 10.5 6.5  9.6  9.4  10.0 9.5  9.2  
thái_độ     niềm_tin     2.5  2.6  4.0  4.1  2.0  2.5  3.5  2.1  1.9  2.7  2.0  1.7  
đúng        công_lý      8.5  8.3  6.8  8.0  8.9  8.2  6.0  8.1  7.9  8.4  7.7  7.8  
lý_lẽ       hiệp_định    2.0  2.4  4.0  2.6  1.9  1.6  2.0  1.6  1.4  1.7  1.5  1.2  
cao_độ      cường_độ     5.5  5.7  5.5  7.5  5.2  5.9  5.5  5.1  4.9  5.5  4.8  4.9  
trung_bình  tin_tức      1.5  1.3  1.0  1.6  1.0  1.4  1.0  1.1  0.9  1.6  0.9  0.6  
quán_quân   thí_sinh     2.0  1.5  4.0  1.0  2.1  1.6  1.5  1.6  1.4  2.2  1.3  1.4  
sinh_nhật   ngày_tháng   6.5  6.9  2.0  5.0  6.3  7.0  5.0  6.1  5.9  6.2  6.0  5.7  
lệ_phí      kinh_phí     2.0  1.3  6.5  8.0  2.4  2.0  6.5  1.6  1.4  1.6  1.2  1.3  
kinh_thánh  thánh_ca     6.5  6.5  7.0  8.5  6.1  6.6  6.7  6.1  5.9  6.7  6.0  5.7  
lối_thoát   ngõ          3.5  3.8  6.0  4.6  3.2  3.2  4.0  3.1  2.9  3.8  2.8  2.9  
đàn_ông     vệ_sĩ        4.0  4.1  5.0  4.1  3.7  4.1  3.5  3.6  3.4  3.5  3.4  3.1  
gian        đại_sảnh     5.0  4.5  5.0  5.6  5.0  4.8  5.0  4.6  4.4  5.2  4.3  4.4  
whiskey     rượu_trắng   6.5  6.1  6.0  7.0  6.6  6.8  7.0  6.1  5.9  6.8  6.0  5.7  
máu         bạch_cầu     6.0  5.7  5.5  8.0  5.6  6.2  6.0  5.6  5.4  6.1  5.2  5.3  
dầu         chồn         0.5  0.3  0.0  1.1  0.8  0.7  0.5  0.1  0.0  0.3  0.0  0.0  
sàn         boong        7.5  7.3  5.0  7.0  7.8  7.3  5.6  7.1  6.9  7.9  6.8  6.9  
mái         sàn          2.0  1.7  2.3  0.0  1.9  2.0  2.0  1.6  1.4  1.5  1.4  1.1  
cửa         sàn          2.5  2.2  1.8  2.1  2.7  2.3  1.5  2.1  1.9  2.7  1.8  1.9  
vai         đầu          3.5  3.1  5.0  3.6  3.1  3.8  3.0  3.1  2.9  3.4  3.0  2.7  
toa_xe      xe_ngựa      1.5  1.2  5.5  3.1  1.2  1.1  2.5  1.1  0.9  1.3  0.7  0.8  
xe_hơi      xe_ngựa      2.0  1.9  4.5  4.6  2.2  1.8  4.0  1.6  1.4  2.2  1.5  1.2  
khuỷu       mắt_cá       5.0  4.9  5.0  6.0  4.8  5.1  4.0  4.6  4.4  5.4  4.3  4.4  
giàu_có     danh_tiếng   6.5  6.2  4.5  6.5  6.4  6.3  5.5  6.1  5.9  6.3  5.9  5.6  
nỗi_buồn    nỗi_đau      8.5  7.9  6.8  7.0  8.3  8.6  9.0  8.1  7.9  8.7  7.8  7.9  
quản_trị    quản_lý      8.5  8.3  7.0  6.0  8.3  8.9  8.0  8.1  7.9  8.8  8.0  7.7  
hội_nghị    mít_tinh     7.0  7.0  6.0  7.0  6.7  6.7  5.0  6.6  6.4  7.5  6.2  6.3  
ô_nhiễm     khí_quyển    3.0  3.4  4.0  4.6  3.4  2.7  4.0  2.6  2.4  3.3  2.5  2.2  
giải_phẫu_họcsinh_học     7.5  7.3  6.0  5.6  7.4  7.3  5.0  7.1  6.9  7.1  6.8  6.9  
đại_học     nghề         2.5  2.1  4.0  6.5  2.8  3.0  5.5  2.1  1.9  2.6  1.9  1.6  
sách        chủ_đề       3.5  3.6  6.0  4.1  3.9  3.1  3.5  3.1  2.9  3.6  2.8  2.9  
công_thức   phương_trình 5.0  4.8  5.5  7.0  4.7  4.6  5.5  4.6  4.4  5.1  4.5  4.2  
sách        thông_tin    5.5  4.8  6.5  8.0  5.8  5.2  6.0  5.1  4.9  5.5  4.7  4.8  
trai        đối_tác      2.0  2.3  2.0  1.6  1.6  2.1  1.0  1.6  1.4  2.1  1.5  1.2  
trời        vũ_trụ       3.5  3.5  7.0  5.4  3.3  3.7  4.8  3.1  2.9  3.0  2.8  2.9  
dân_số      người        7.0  7.0  6.8  6.6  6.5  6.8  6.0  6.6  6.4  7.1  6.4  6.1  
đại_học     lớp          5.0  4.6  5.5  4.6  5.3  4.7  4.0  4.6  4.4  5.0  4.3  4.4  
chính       trưởng       7.5  7.8  6.5  5.5  7.7  7.6  6.0  7.1  6.9  7.5  7.0  6.7  
thầy_cúng   pháp_sư      8.0  7.7  8.0  9.5  8.4  8.4  8.0  7.6  7.4  8.0  7.2  7.3  
mét         li           5.5  5.8  5.5  5.6  6.0  5.2  5.0  5.1  4.9  5.1  5.0  4.7  
tơ_tằm      lụa          6.0  5.5  6.0  9.0  5.7  5.6  8.0  5.6  5.4  5.7  5.3  5.4  
luật_gia    ngân_hàng    2.0  1.6  1.3  1.6  1.6  2.2  1.0  1.6  1.4  1.6  1.4  1.1  
đàn_bầu     nhạc_cụ      5.5  4.9  5.5  7.0  6.0  5.7  7.0  5.1  4.9  5.8  4.8  4.9  
doanh_trại  lều          4.5  4.2  7.0  5.1  4.9  4.8  4.5  4.1  3.9  4.4  4.0  3.7  
nồi         gia_dụng     6.5  6.6  6.0  3.6  6.2  6.9  3.0  6.1  5.9  6.6  5.7  5.8  
gấm         vải_vóc      5.0  5.2  6.5  5.1  4.9  4.5  4.5  4.6  4.4  4.7  4.5  4.2  
whiskey     rượu_vang    5.5  5.0  7.0  8.5  5.2  5.5  7.0  5.1  4.9  5.7  4.8  4.9  
gái         trẻ_em       2.5  2.0  5.0  7.0  2.6  2.2  5.0  2.1  1.9  2.7  1.9  1.6  
nhà_sàn     lều          4.0  4.3  6.0  5.1  4.5  3.7  4.5  3.6  3.4  4.3  3.3  3.4  
chim        gà_giò       2.5  3.0  3.3  3.6  2.6  2.7  3.0  2.1  1.9  2.0  2.0  1.7  
tạp_âm      âm_thanh     5.0  4.4  6.0  8.0  5.0  5.0  7.5  4.6  4.4  4.9  4.2  4.3  
hoàng_hôn   buổi_tối     8.0  8.1  6.5  5.6  8.3  7.6  5.0  7.6  7.4  8.3  7.5  7.2  
mưa_phùn    mưa          7.5  7.7  7.5  9.5  7.3  7.6  7.5  7.1  6.9  7.4  6.8  6.9  
người_lớn   thiếu_nhi    2.0  2.1  3.0  5.5  2.2  2.1  3.5  1.6  1.4  1.5  1.4  2.9  
than_tổ_ong than_đá      4.5  3.8  7.0  4.6  4.2  4.1  4.0  4.1  3.9  4.7  3.8  3.9  
cơ_thể      xương_sống   4.0  3.8  6.0  3.6  4.0  4.2  3.0  3.6  3.4  3.7  3.5  3.2  
đầu         móng         2.5  2.5  1.3  1.6  2.3  2.5  1.0  2.1  1.9  2.7  1.7  1.8  
cây_gỗ      mộc          7.0  7.5  6.0  6.6  6.9  6.9  6.0  6.6  6.4  7.0  6.5  6.2  
thìa        cốc          3.5  3.8  1.3  1.6  3.6  3.9  1.0  3.1  2.9  3.6  2.8  2.9  
cơ_thể      dây_thần_kinh 4.0  4.1  5.5  3.6  4.0  3.8  3.0  3.6  3.4  4.3  3.4  3.1  
đàn_ông     chồng        5.0  4.5  6.5  6.1  5.2  5.0  5.5  4.6  4.4  4.7  4.3  4.4  
xương       cổ           3.0  3.5  5.0  3.1  2.6  3.2  2.5  2.6  2.4  3.3  2.5  2.2  
thất_bại    lôi_đình     1.5  0.8  2.0  4.1  1.5  1.8  3.5  1.1  0.9  1.6  0.7  0.8  
sông        biển         2.0  2.4  5.5  7.0  2.0  2.0  5.0  1.6  1.4  2.1  1.5  1.2  
nhiệm_vụ    việc         6.5  6.2  6.5  7.5  6.8  6.9  7.0  6.1  5.9  6.0  5.8  5.9  
câu_lạc_bộ  xã_hội       5.5  5.4  6.0  4.1  5.0  5.7  3.5  5.1  4.9  5.3  4.9  4.6  
phản_xạ     hình_ảnh     1.5  1.6  3.0  3.1  1.5  2.0  2.5  1.1  0.9  1.3  0.8  0.9  
hoàng_tử    vua          4.0  4.0  6.0  8.5  4.2  3.6  6.7  3.6  3.4  3.8  3.5  3.2  
tuyết       thời_tiết    5.0  4.5  4.0  5.1  4.5  5.0  4.5  4.6  4.4  5.2  4.2  4.3  
người       đảng_phái    2.5  2.9  2.0  1.6  2.4  2.2  1.0  2.1  1.9  2.5  2.0  1.7  
trai        anh_trai     5.5  4.9  6.5  6.1  5.8  5.3  5.5  5.1  4.9  5.8  4.8  4.9  
rễ          cỏ           3.0  2.9  6.0  4.6  2.8  3.4  4.0  2.6  2.4  2.7  2.4  2.1  
lông_mày    mắt          4.0  3.5  6.0  5.6  4.2  3.9  5.0  3.6  3.4  3.6  3.3  3.4  
tiền        ngọc_trai    4.5  4.5  1.3  1.6  4.2  4.2  1.0  4.1  3.9  4.7  4.0  3.7  
tiền        kim_cương    5.0  5.1  1.8  2.1  5.0  5.5  1.5  4.6  4.4  4.6  4.2  4.3  
xe_cộ       xe_buýt      6.0  6.2  6.0  6.6  6.2  6.4  6.0  5.6  5.4  5.8  5.5  5.2  
xe_tải      xe_buýt      3.5  2.9  6.5  8.0  3.1  3.6  8.0  3.1  2.9  3.2  2.8  2.9  
nhà         chuồng       3.5  3.4  5.5  7.0  3.7  3.8  5.0  3.1  2.9  3.1  2.9  2.6  
ngón_trỏ    cùi_tay      4.0  3.9  5.0  5.1  3.6  3.9  4.5  3.6  3.4  3.9  3.3  3.4  
xe_hơi      cầu          2.5  2.5  2.0  1.6  2.9  2.2  1.0  2.1  1.9  3.0  2.0  1.7  
nỗ_lực      trở_ngại     2.0  2.0  3.0  4.0  2.1  3.0  4.0  1.6  2.0  2.3  1.2  3.1  
sự_thực     sáng_suốt    2.5  2.3  5.0  3.0  2.3  2.9  2.5  2.1  1.9  2.3  2.0  1.7  
việc        quản_lý      5.0  4.7  2.0  5.5  4.9  5.0  4.0  4.6  4.4  5.5  4.3  4.4  
ung_thư     bệnh_tật     6.5  6.1  5.5  8.5  7.0  6.3  7.0  6.1  5.9  6.1  5.9  5.6  
từ          báo_chí      5.0  4.6  5.5  3.6  5.1  5.3  3.0  4.6  4.4  5.0  4.3  4.4  
nhạc_sĩ     nhà_văn      4.5  4.4  6.0  7.5  4.8  4.5  6.5  4.1  3.9  5.0  4.0  3.7  
thầy_giáo   ca_sĩ        3.5  3.3  5.0  3.6  3.7  3.9  3.0  3.1  2.9  3.1  2.7  2.8  
ký_túc_xá   chòi         3.0  2.5  1.3  1.6  2.7  3.3  1.0  2.6  2.4  3.4  2.5  2.2  
nhà_tắm     nhà_bếp      3.5  3.2  4.0  5.0  3.4  3.3  5.5  3.1  2.9  3.8  2.8  2.9  
lều         chòi         5.5  5.4  8.0  9.0  5.4  5.2  7.5  5.1  4.9  5.6  4.9  4.6  
cửa         nhà_bếp      4.5  4.0  5.0  2.6  4.7  4.8  2.0  4.1  3.9  4.1  3.8  3.9  
giá_trị     đức_tin      1.5  1.6  4.0  2.5  1.8  1.1  3.0  1.1  0.9  1.5  1.0  0.7  
tài_tình    tri_thức     4.0  4.1  5.0  3.1  4.1  3.9  2.5  3.6  3.4  4.2  3.2  3.3  
dốt_nát     tri_thức     3.5  4.0  3.0  2.6  3.1  3.9  2.0  3.1  2.9  3.1  3.0  2.7  
niềm_vui    cơ_hội       2.5  2.2  4.0  3.6  2.1  2.7  3.0  2.1  1.9  2.8  1.8  1.9  
ý_kiến      kế_hoạch     2.0  1.8  5.0  6.5  1.6  2.0  5.0  1.6  1.4  1.6  1.4  1.1  
tâm_trạng   xúc_động     6.0  5.9  3.0  7.0  6.2  5.9  5.5  5.6  5.4  5.8  5.3  5.4  
niềm_vui    hòa_bình     3.5  3.1  2.3  3.0  3.7  3.1  2.0  3.1  2.9  3.8  3.0  2.7  
tuyệt_vọng  khốn_khổ     8.0  7.7  6.0  7.0  8.1  7.9  7.0  7.6  7.4  8.0  7.2  7.3  
logic       số_học       3.5  3.5  6.0  6.1  3.4  3.6  5.5  3.1  2.9  3.9  3.0  2.7  
tù_nhân     danh_nhân    0.0  1.8  1.0  1.0  1.7  0.0  1.0  1.6  1.4  0.0  1.3  1.4  
lý_lẽ       sự_thật      4.5  4.2  6.5  6.0  4.2  4.6  6.5  4.1  3.9  4.8  3.9  3.6  
bạo_lực     bạo_hành     9.0  8.8  6.8  7.5  9.4  9.0  8.0  8.6  8.4  8.8  8.3  8.4  
tâm_thần    thần_kinh    9.5  9.7  5.0  8.0  9.5  9.4  6.0  9.1  8.9  9.2  9.0  8.7  
toán_học    lý_thuyết    2.0  1.9  5.0  5.1  1.7  1.7  4.5  1.6  1.4  1.8  1.2  1.3  
cáo_trạng   bản_án       4.0  4.3  7.8  9.0  4.4  3.6  7.5  3.6  3.4  4.4  3.5  3.2  
thuận_lợi   an_toàn      6.5  5.8  4.0  6.5  6.0  6.8  5.0  6.1  5.9  6.8  5.8  5.9  
niềm_tin    bản_thân     2.5  2.1  2.0  3.6  2.6  2.9  3.0  2.1  1.9  2.6  1.9  2.9  
thị_giác    nhận_thức    3.5  3.2  4.0  3.6  3.0  3.4  3.0  3.1  2.9  3.8  2.8  2.9  
kỷ_nguyên   thập_kỷ      5.0  5.4  7.0  5.6  4.6  5.0  5.0  4.6  4.4  4.8  4.5  4.2  
tiểu_sử     tiểu_thuyết  6.0  6.2  5.0  2.6  6.2  5.6  2.0  5.6  5.4  5.5  5.2  5.3  
chương_trình_nghị_sựlý_lẽ        4.0  4.2  2.0  2.6  3.9  3.6  2.0  3.6  3.4  3.6  3.5  3.2  
mật_mã      ký_tự        2.5  1.9  4.8  4.6  2.9  2.8  4.0  2.1  1.9  2.1  1.8  1.9  
tai_ương    bệnh         3.5  3.1  6.0  6.6  3.6  3.5  6.0  3.1  2.9  3.6  2.9  2.6  
tai_nạn     hoạn_nạn     6.5  6.2  6.0  5.0  6.9  6.7  6.0  6.1  5.9  6.1  5.8  5.9  
hành_trình  lộ_trình     6.0  5.7  6.8  6.1  5.8  5.9  5.5  5.6  5.4  6.5  5.5  5.2  
hành_động   phong_trào   3.5  3.7  4.0  3.6  3.0  3.8  3.0  3.1  2.9  3.7  2.7  2.8  
tin_đồn     tin_tức      7.0  7.2  5.0  7.0  7.0  6.9  6.0  6.6  6.4  7.4  6.5  6.2  
cha         thánh_thần   2.0  1.5  2.0  4.6  2.2  2.0  4.0  1.6  1.4  2.1  1.3  1.4  
hành_vi     quá_trình    1.5  1.4  2.0  3.6  1.3  1.3  3.0  1.1  0.9  1.8  0.9  0.6  
cơn_sốt     căn_bệnh     5.5  5.7  7.3  7.0  5.7  5.4  7.0  5.1  4.9  5.2  4.8  4.9  
hàng_không  đường_bay    6.5  6.1  6.5  5.0  6.2  6.5  6.7  6.1  5.9  6.3  6.0  5.7  
trò_chơi    hành_vi      2.5  2.6  1.0  3.0  2.7  2.5  1.5  2.1  1.9  2.9  1.7  1.8  
phân_tử     không_khí    5.0  4.9  2.0  3.1  4.6  5.0  2.5  4.6  4.4  4.6  4.5  4.2  
gia_đình    nhà_nước     1.5  1.2  4.0  2.6  1.9  1.9  2.0  1.1  0.9  1.3  0.8  0.9  
từ          văn_học      4.5  4.6  6.0  5.6  5.0  4.1  5.0  4.1  3.9  4.1  3.9  3.6  
người_lớn   giám_hộ      2.5  1.9  6.0  3.6  2.4  2.9  3.0  2.1  1.9  2.7  1.8  1.9  
báo_chí     thông_tin    6.0  6.5  5.0  8.0  5.8  5.6  7.0  5.6  5.4  6.0  5.5  5.2  
hội_nghị    ti_vi        1.0  0.5  0.0  2.1  0.7  1.4  1.5  0.6  0.4  1.1  0.5  0.5  
chị_em      chú          3.5  3.4  1.0  2.6  3.5  3.1  2.0  3.1  2.9  3.9  3.0  2.7  
tác_giả     độc_giả      4.0  4.0  4.0  2.6  4.1  4.0  2.0  3.6  3.4  3.7  3.3  3.4  
anh_chàng   đối_tác      1.5  1.1  2.0  1.6  1.7  1.7  1.0  1.1  0.9  1.2  0.9  0.6  
vùng        xó           2.0  1.6  5.0  3.1  1.7  1.9  2.5  1.6  1.4  2.1  1.3  1.4  
nhạc_vàng   ca_khúc      4.5  4.7  5.5  7.0  4.6  4.6  7.0  4.1  3.9  4.6  4.0  3.7  
tường       hoa_văn      3.0  2.5  2.0  4.1  2.8  3.5  3.5  2.6  2.4  2.9  2.2  2.3  
từ          trang        4.0  4.2  3.0  3.6  4.0  4.0  3.0  3.6  3.4  3.8  3.5  3.2  
y_tá        nhà_khoa_học 3.5  3.1  4.0  3.0  3.3  3.7  2.0  3.1  2.9  3.8  2.8  2.9  
chính_trị_giachủ_tịch     7.5  7.2  5.0  5.5  7.6  7.1  6.0  7.1  6.9  7.3  6.9  6.6  
chủ_tịch    trưởng       8.0  7.6  6.5  5.5  7.9  7.6  5.0  7.6  7.4  7.7  7.3  7.4  
sách        tiểu_luận    3.5  3.1  6.0  6.5  3.6  3.1  4.5  3.1  2.9  3.6  3.0  2.7  
đàn_ông     chiến_sĩ     3.5  2.8  5.0  2.6  4.0  3.9  2.0  3.1  2.9  3.3  2.7  2.8  
bài         tạp_chí      4.5  4.8  5.0  6.5  4.2  4.3  6.0  4.1  3.9  4.5  4.0  3.7  
thức_ăn     ăn_uống      5.5  4.9  6.0  8.0  6.0  5.6  6.0  5.1  4.9  5.8  4.8  4.9  
đám         show         1.5  1.5  4.0  4.0  1.4  1.8  2.0  1.1  0.9  1.4  0.9  0.6  
gian        hành_lang    3.5  3.0  6.0  3.5  3.3  3.5  4.0  3.1  2.9  3.4  2.8  2.9  
giáo_viên   thầy_cúng    3.0  2.7  4.0  2.0  3.3  3.2  2.0  2.6  2.4  3.2  2.5  2.2  
hông        môi          3.5  2.9  1.8  3.5  3.2  3.4  1.5  3.1  2.9  3.3  2.7  2.8  
sách        bài          5.5  6.0  6.0  5.5  5.6  5.5  5.0  5.1  4.9  5.7  5.0  4.7  
phòng       ngăn         2.0  1.6  4.0  5.5  1.5  1.8  4.0  1.6  1.4  2.1  1.3  1.4  
hộp         gian_hàng    2.5  2.8  2.0  4.5  2.6  2.8  3.0  2.1  1.9  2.4  1.9  1.6  
con_gái     trẻ_con      3.5  3.4  5.5  7.0  3.7  3.1  5.0  3.1  2.9  3.8  2.8  2.9  
tứ_chi      chân         6.0  6.1  6.0  6.1  6.3  6.1  5.5  5.6  5.4  5.8  5.5  5.2  
gan         phổi         4.5  4.6  6.0  7.5  4.1  4.3  6.0  4.1  3.9  4.1  3.7  3.8  
phòng_thí_nghiệmhành_lang    3.0  2.5  2.0  1.0  2.9  2.7  1.0  2.6  2.4  2.9  2.5  2.2  
núi         gò           3.5  3.4  5.8  7.5  3.5  3.1  5.5  3.1  2.9  3.6  2.8  2.9  
xe_hơi      thang_máy    1.5  1.9  0.0  0.0  1.6  1.1  2.5  1.1  0.9  1.5  0.9  0.6  
giường      trường_kỷ    3.5  3.7  5.0  4.0  3.6  3.5  5.0  3.1  2.9  3.7  2.8  2.9  
quần_áo     khuy         5.5  5.3  5.0  5.0  5.6  5.4  3.0  5.1  4.9  5.7  5.0  4.7  
quần_áo     áo           6.0  5.3  6.5  6.6  6.4  6.3  6.0  5.6  5.4  6.1  5.2  5.3  
thận        phủ_tạng     5.5  5.1  5.5  6.5  5.9  5.4  5.5  5.1  4.9  5.8  5.0  4.7  
táo         nước_xốt     1.5  1.1  1.0  2.0  1.4  1.5  2.0  1.1  0.9  1.8  0.8  0.9  
gà          chả_lụa      3.5  3.4  4.0  4.0  3.5  3.8  4.0  3.1  2.9  3.7  2.9  2.6  
xe_hơi      vòi_nước     1.5  1.6  0.0  1.6  1.7  1.0  1.0  1.1  0.9  2.0  0.8  0.9  
thuốc_lá    điếu         4.5  4.6  6.8  6.5  4.7  4.4  5.0  4.1  3.9  5.0  4.0  3.7  
sinh_viên   giáo_sư      4.0  3.6  5.0  2.6  3.8  4.0  2.0  3.6  3.4  4.5  3.2  3.3  
thiếu_nhi   con_gái      2.0  1.9  4.0  3.6  2.1  1.6  3.0  1.6  1.4  2.2  1.5  1.2  
tẩu         xì_gà        4.5  4.6  5.3  5.6  4.9  4.3  5.0  4.1  3.9  4.3  3.8  3.9  
sữa         sinh_tố      3.5  2.9  5.0  4.6  3.1  3.4  4.0  3.1  2.9  3.6  2.9  2.6  
hộp         xì_gà        1.5  1.3  1.0  1.6  1.1  1.5  1.0  1.1  0.9  1.0  0.8  0.9  
căn_hộ      khách_sạn    3.5  3.7  6.0  5.1  3.4  3.3  4.5  3.1  2.9  3.9  3.0  2.7  
cốc         hình_nón     1.5  0.8  1.0  1.6  1.1  1.5  1.0  1.1  0.9  1.6  0.7  0.8  
trâu        lừa          4.0  4.2  5.0  5.0  3.8  3.9  4.0  3.6  3.4  3.6  3.5  3.2  
họng        mũi          4.5  4.1  5.0  7.0  4.9  4.7  5.0  4.1  3.9  4.3  3.8  3.9  
xương       hàm_răng     3.5  3.4  5.5  3.6  3.2  3.7  3.0  3.1  2.9  3.8  2.9  2.6  
xương       khuỷu        4.5  4.6  6.0  4.1  4.6  4.9  3.5  4.1  3.9  4.5  3.8  3.9  
giò         đậu          1.5  1.0  4.0  1.6  1.9  1.9  1.0  1.1  0.9  1.6  1.0  0.7  
cốc         lọ           4.0  4.0  5.3  6.5  3.7  3.9  5.0  3.6  3.4  4.5  3.2  3.3  
chứng_cứ    sự_thực      5.5  5.3  6.0  6.1  5.2  5.6  5.5  5.1  4.9  5.4  5.0  4.7  
điều_ước    mơ_ước       8.5  8.3  7.0  8.0  8.6  8.3  6.5  8.1  7.9  8.4  7.8  7.9  
sinh_nhật   năm          4.5  4.6  4.0  1.6  4.2  4.3  1.0  4.1  3.9  4.4  3.9  3.6  
từ          manh_mối     1.0  1.4  2.0  1.1  0.5  1.2  0.5  0.6  0.4  1.0  0.5  0.5  
tác_giả     nghệ_sĩ      3.5  3.7  5.0  7.0  3.6  3.2  5.0  3.1  2.9  3.9  3.0  2.7  
nguyên_tử   chì          5.0  4.4  1.0  2.6  5.3  4.9  2.0  4.6  4.4  4.8  4.2  4.3  
tổng_giám_mụcgiám_mục     6.0  5.7  5.0  8.5  5.8  5.9  7.5  5.6  5.4  6.3  5.5  5.2  
thư         đoạn         4.0  4.0  4.0  4.5  3.7  4.3  3.0  3.6  3.4  3.9  3.3  3.4  
trang       đoạn         4.5  4.5  6.5  5.5  4.8  4.3  3.5  4.1  3.9  4.8  3.9  3.6  
gác_chuông  miếu         1.5  1.0  6.0  6.5  1.2  1.5  5.5  1.1  0.9  2.0  0.8  2.2  
cơ_bắp      xương        3.0  3.1  5.0  4.0  2.9  3.1  3.4  2.6  2.4  2.8  2.5  2.2  
cơ_bắp      lưỡi         3.5  2.8  4.5  3.0  3.2  3.0  2.0  3.1  2.9  3.4  2.7  2.8  
trai        lính         4.0  4.1  5.0  4.5  3.6  3.6  2.5  3.6  3.4  4.1  3.5  3.2  
dạ          ổ_bụng       6.0  6.2  5.5  3.6  6.1  6.3  3.0  5.6  5.4  6.4  5.3  5.4  
anh_chàng   gái          2.0  1.9  3.0  3.5  2.5  2.1  2.5  1.6  1.4  2.4  1.4  1.1  
giường      ghế          3.5  3.5  5.5  6.5  3.8  3.6  4.5  3.1  2.9  3.5  2.8  2.9  
quần_áo     áo_choàng    5.5  5.1  5.8  5.6  5.6  5.1  5.0  5.1  4.9  5.4  5.0  4.7  
súng        dao          3.5  3.4  5.5  5.6  3.6  3.2  5.0  3.1  2.9  3.8  2.7  2.8  
thiếc       kim_loại     6.0  6.2  5.0  4.6  6.1  6.2  4.0  5.6  5.4  6.1  5.5  5.2  
chai        kiện         1.5  1.4  1.0  2.6  1.6  1.5  2.0  1.1  0.9  1.8  0.8  0.9  
gà_giò      gà_chọi      5.0  4.4  6.5  8.0  4.7  4.7  6.0  4.6  4.4  5.3  4.4  4.1  
thịt        bánh_dẻo     2.5  2.5  2.0  0.0  2.3  2.5  1.0  2.1  1.9  2.1  1.8  1.9  
tay         xương        5.0  5.4  4.0  3.6  5.1  4.8  3.0  4.6  4.4  5.1  4.5  4.2  
cổ          xương_sống   3.5  3.6  4.5  5.0  3.2  3.2  4.0  3.1  2.9  3.8  2.7  2.8  
táo         chanh        3.5  3.1  5.0  5.0  3.0  4.0  4.0  3.1  2.9  3.1  3.0  2.7  
nỗi_niềm    nỗi_lòng     8.5  8.2  6.5  7.0  8.2  8.8  8.0  8.1  7.9  8.7  7.8  7.9  
chức_năng   nhiệm_vụ     8.0  8.1  6.0  6.5  8.3  7.8  5.0  7.6  7.4  7.9  7.4  7.1  
ban_đêm     bình_minh    2.0  2.3  3.0  0.0  2.3  2.1  1.4  1.6  1.4  2.3  1.3  1.4  
bữa_ăn      cháo         6.0  5.7  5.0  4.6  6.2  6.0  4.0  5.6  5.4  6.3  5.5  5.2  
bắp_chân    bò_tót       1.0  1.2  1.0  1.0  1.4  1.4  1.0  0.6  0.4  1.1  0.5  0.5  
tuyết       bão          4.5  4.8  1.3  1.6  4.9  4.8  1.0  4.1  3.9  4.2  4.0  3.7  
móng        bàn_tay      5.5  5.2  7.0  4.6  5.7  5.8  4.0  5.1  4.9  5.8  4.8  4.9  
chó         trâu         3.0  2.5  3.0  5.5  2.8  3.4  4.0  2.6  2.4  3.5  2.4  2.1  
tay         cổ           3.5  3.7  3.0  2.6  3.9  3.8  2.0  3.1  2.9  3.8  2.8  2.9  
